id,dateAdded,dateUpdated,name,brand,manufacturer,categories,primaryCategories,reviews.date,reviews.didPurchase,reviews.doRecommend,reviews.numHelpful,reviews.rating,reviews.title,reviews.text,reviews.username,sentiment,productPrice
syn2-0015863,2023-03-24,2023-03-24,Slabtronic Tab 8,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2024-09-25,true,true,6,3,Does the job,"The product arrived in good condition. The tablet features are fine, nothing special either way. I mainly use it during the week.",diyamenon137,neutral,141.61
syn2-0015864,2022-06-28,2022-06-28,Streamora Stick 4K,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2023-08-10,true,false,2,3,Fine for casual use,"It performs as expected for the price point. After some everyday use, the product feels functional but not exceptional. I mainly use it during the week.",vikrampillai846,neutral,37.63
syn2-0015865,2024-05-14,2024-05-14,Echofield Mini 2,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2024-11-16,true,true,1,5,Great purchase,"The device handles normal use without lag. For the price, the overall value is excellent. It exceeded my expectations.",ishajain891,positive,50.04
syn2-0015866,2022-02-24,2022-02-24,Trackline Glide Mouse,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2026-03-08,true,false,5,1,Would not recommend,"Setup took longer than expected and support was slow to respond. For the price, I expected more reliability. I would look at other options first.",diyakapoor834,negative,27.0
syn2-0015867,2022-02-24,2022-02-24,Trackline Glide Mouse,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2025-01-03,true,false,8,2,Disappointed,"Setup took longer than expected and support was slow to respond. For the price, I expected more reliability. I would look at other options first.",sarajain676,negative,25.92
syn2-0015868,2023-07-18,2023-07-18,Corevolt 65W GaN Charger,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2026-03-04,true,true,1,5,Solid product,"The device handles normal use without lag. For the price, the overall value is excellent. It exceeded my expectations.",priyasharma272,positive,41.4
syn2-0015869,2024-10-31,2024-10-31,Keyforge Glide M2,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2025-08-11,true,false,0,2,Underwhelming,"Setup took longer than expected and support was slow to respond. For the price, I expected more reliability. I ran into the same issue more than once.",karansharma825,negative,42.32
syn2-0015870,2025-01-21,2025-01-21,Sonave Quiet Max ANC,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2025-11-02,true,true,6,3,It is okay,"The product arrived in good condition. After some everyday use, the product feels functional but not exceptional. I would suggest comparing a few options first.",poojagupta366,neutral,181.15
syn2-0015871,2022-02-24,2022-02-24,Trackline Glide Mouse,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2026-01-20,false,true,1,5,Very impressed,"The device handles normal use without lag. The mouse features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",rohannair868,positive,27.24
syn2-0015872,2024-10-31,2024-10-31,Keyforge Glide M2,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2026-03-29,true,true,0,5,Very impressed,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. The difference is noticeable in everyday use.",saraiyer384,positive,43.42
syn2-0015873,2023-03-24,2023-03-24,Slabtronic Tab 8,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2023-12-25,true,true,2,5,Works very well,"The product arrived in good condition and works as described. The tablet features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",ananyaverma978,positive,157.83
syn2-0015874,2023-07-18,2023-07-18,Corevolt 65W GaN Charger,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2025-08-20,true,false,2,3,Mixed results,"The product arrived in good condition. After some everyday use, the product feels functional but not exceptional. I mainly use it during the week.",riyagupta468,neutral,37.98
syn2-0015875,2024-05-14,2024-05-14,Echofield Mini 2,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2024-11-19,false,false,0,1,Underwhelming,"Setup took longer than expected and support was slow to respond. The smart speaker features feel limited compared to similar products. Overall, I would not buy this again.",sanjaykapoor761,negative,48.23
syn2-0015876,2025-05-17,2025-05-17,Keyforge K78 Wireless,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2025-09-12,true,false,4,1,Poor experience,The product arrived with a minor defect. The keyboard features feel limited compared to similar products. I would look at other options first.,ananyaiyer861,negative,51.27
syn2-0015877,2025-01-21,2025-01-21,Sonave Quiet Max ANC,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2025-08-30,true,false,0,1,Poor experience,"After a few weeks the performance started to drop off. The headphones features feel limited compared to similar products. Overall, I would not buy this again.",devkapoor594,negative,172.99
syn2-0015878,2023-04-22,2023-04-22,Slabtronic Tab 10 Pro,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2023-10-22,true,true,3,4,Excellent value,"The product arrived in good condition and works as described. The tablet features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",kabirnair771,positive,232.5
syn2-0015879,2023-07-18,2023-07-18,Corevolt 65W GaN Charger,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2023-11-01,true,true,2,5,Solid product,"The device handles normal use without lag. The charger features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",ishapillai884,positive,42.55
syn2-0015880,2024-10-31,2024-10-31,Keyforge Glide M2,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2025-08-27,true,true,2,4,Works very well,"The product arrived in good condition and works as described. For the price, the overall value is excellent. Overall, this has been a great purchase.",karanjain259,positive,35.29
syn2-0015881,2025-05-17,2025-05-17,Keyforge K78 Wireless,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2025-08-18,false,true,6,5,Great purchase,"Setup was quick and the build quality feels solid. The keyboard features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",kabiriyer674,positive,57.9
syn2-0015882,2022-02-21,2022-02-21,NimbusTech Motion Sensor 3-Pack,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2024-12-27,true,false,1,3,Acceptable product,"The product arrived in good condition. After some everyday use, the product feels functional but not exceptional. I mainly use it during the week.",karanmenon575,neutral,31.26
syn2-0015883,2022-02-21,2022-02-21,NimbusTech Motion Sensor 3-Pack,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2023-01-03,true,false,5,2,Disappointed,"After a few weeks the performance started to drop off. For the price, I expected more reliability. It fell short of what was advertised.",ishajain607,negative,30.84
syn2-0015884,2023-03-24,2023-03-24,Slabtronic Tab 8,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2024-09-18,true,true,3,5,Better than expected,"Setup was quick and the build quality feels solid. The tablet features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",ananyanair727,positive,147.42
syn2-0015885,2023-04-22,2023-04-22,Slabtronic Tab 10 Pro,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2024-02-26,true,true,5,1,Too many issues,The product arrived with a minor defect. The tablet features feel limited compared to similar products. I would look at other options first.,poojaverma317,negative,243.51
syn2-0015886,2022-06-28,2022-06-28,Streamora Stick 4K,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2024-11-22,true,true,2,4,Works very well,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. The difference is noticeable in everyday use.",arjunsharma621,positive,36.07
syn2-0015887,2022-07-29,2022-07-29,Sonave Air Buds 2,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2024-12-02,true,false,2,3,It is okay,"It performs as expected for the price point. After some everyday use, the product feels functional but not exceptional. I tested it on multiple days before writing this.",rahuldas984,neutral,116.78
syn2-0015888,2022-07-11,2022-07-11,Visicore View 27Q,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2023-05-01,true,true,1,5,Happy with it,"The product arrived in good condition and works as described. For the price, the overall value is excellent. Overall, this has been a great purchase.",sanjaykapoor108,positive,253.4
syn2-0015889,2023-03-24,2023-03-24,Slabtronic Tab 8,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2026-04-01,false,true,4,4,Highly recommended,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. It exceeded my expectations.",vikrampillai557,positive,121.04
syn2-0015890,2025-04-24,2025-04-24,Streamora Box Pro,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2025-06-13,true,true,7,5,Excellent value,"Setup was quick and the build quality feels solid. The streaming features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",priyamenon555,positive,68.71
syn2-0015891,2022-03-07,2022-03-07,Echofield Home Max,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2023-09-25,true,true,5,4,Excellent value,"The product arrived in good condition and works as described. The smart speaker features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",rohankapoor283,positive,84.66
syn2-0015892,2025-02-23,2025-02-23,Trackline Pro Wireless,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2026-02-12,true,true,4,4,Better than expected,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. Overall, this has been a great purchase.",aaravverma852,positive,45.79
syn2-0015893,2023-07-18,2023-07-18,Corevolt 65W GaN Charger,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2024-11-22,true,true,3,5,Excellent value,"The device handles normal use without lag. The charger features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",kabirdas294,positive,38.47
syn2-0015894,2025-01-21,2025-01-21,Sonave Quiet Max ANC,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2026-06-05,true,false,3,4,Works very well,"The product arrived in good condition and works as described. The headphones features are practical, and the overall experience has been reliable. It does what I need without unnecessary fuss.",nehajain664,positive,162.79
syn2-0015895,2022-10-13,2022-10-13,Litherum Page One Glow,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2026-07-31,true,true,2,5,Better than expected,"The device handles normal use without lag. For the price, the overall value is excellent. The difference is noticeable in everyday use.",saraiyer695,positive,132.69
syn2-0015896,2023-05-17,2023-05-17,Corevolt PowerBank 20K,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2023-06-22,true,true,0,5,Works very well,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. Overall, this has been a great purchase.",aaravmenon808,positive,48.07
syn2-0015897,2022-02-24,2022-02-24,Trackline Glide Mouse,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2026-03-18,true,true,3,2,Poor experience,After a few weeks the performance started to drop off. The mouse features feel limited compared to similar products. I ran into the same issue more than once.,riyapillai205,negative,23.15
syn2-0015898,2023-04-03,2023-04-03,Litherum Page One,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2025-06-19,true,true,6,5,Works very well,"The device handles normal use without lag. For the price, the overall value is excellent. The difference is noticeable in everyday use.",priyadas225,positive,103.28
syn2-0015899,2023-04-22,2023-04-22,Slabtronic Tab 10 Pro,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2025-02-22,true,true,7,5,Excellent value,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",arjunpillai399,positive,225.09
syn2-0015900,2023-07-18,2023-07-18,Corevolt 65W GaN Charger,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2026-07-26,true,false,0,3,Does the job,"The product arrived in good condition. The charger features are fine, nothing special either way. I mainly use it during the week.",ananyadas685,neutral,43.67
syn2-0015901,2023-04-22,2023-04-22,Slabtronic Tab 10 Pro,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2025-09-17,false,true,0,3,Decent but basic,"It performs as expected for the price point. The tablet features are fine, nothing special either way. I mainly use it during the week.",rohanmenon288,neutral,281.04
syn2-0015902,2023-03-24,2023-03-24,Slabtronic Tab 8,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2025-04-22,true,true,5,4,Happy with it,"The device handles normal use without lag. For the price, the overall value is excellent. It exceeded my expectations.",kabirpillai284,positive,160.23
syn2-0015903,2022-10-13,2022-10-13,Litherum Page One Glow,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2024-10-04,true,false,3,5,Great purchase,"The product arrived in good condition and works as described. The e-reader features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",priyasharma321,positive,142.42
syn2-0015904,2022-08-17,2022-08-17,NimbusTech Hub X1,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2024-06-13,true,true,2,4,Solid product,"The device handles normal use without lag. For the price, the overall value is excellent. The difference is noticeable in everyday use.",ananyajain228,positive,68.47
syn2-0015905,2024-05-14,2024-05-14,Echofield Mini 2,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2026-01-28,true,false,3,3,Average experience,"It performs as expected for the price point. After some everyday use, the product feels functional but not exceptional. I mainly use it during the week.",nehamenon798,neutral,50.98
syn2-0015906,2022-02-24,2022-02-24,Trackline Glide Mouse,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2026-03-29,true,false,2,2,Would not recommend,"The product arrived with a minor defect. For the price, I expected more reliability. I ran into the same issue more than once.",sanjaypillai230,negative,28.55
syn2-0015907,2022-07-11,2022-07-11,Visicore View 27Q,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2026-03-04,true,true,0,4,Happy with it,"The product arrived in good condition and works as described. The monitor features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",riyadas801,positive,197.21
syn2-0015908,2024-10-31,2024-10-31,Keyforge Glide M2,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2025-05-09,false,false,0,5,Highly recommended,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. The difference is noticeable in everyday use.",karangupta566,positive,41.73
syn2-0015909,2024-05-14,2024-05-14,Echofield Mini 2,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2025-12-22,true,true,0,5,Excellent value,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. The difference is noticeable in everyday use.",nehadas822,positive,47.54
syn2-0015910,2022-03-03,2022-03-03,Visicore View 24,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2022-06-03,true,true,1,5,Very impressed,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. The difference is noticeable in everyday use.",vikrampillai126,positive,134.28
syn2-0015911,2022-06-28,2022-06-28,Streamora Stick 4K,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2025-10-07,true,true,2,5,Excellent value,"Setup was quick and the build quality feels solid. The streaming features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",saragupta537,positive,36.11
syn2-0015912,2022-03-03,2022-03-03,Visicore View 24,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2026-03-31,true,true,2,4,Solid product,"The device handles normal use without lag. The monitor features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",arjunjain782,positive,137.92
syn2-0015913,2022-07-29,2022-07-29,Sonave Air Buds 2,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2024-01-01,true,true,4,4,Better than expected,"The product arrived in good condition and works as described. For the price, the overall value is excellent. It exceeded my expectations.",aaravkapoor125,positive,104.58
syn2-0015914,2023-05-17,2023-05-17,Corevolt PowerBank 20K,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2026-08-25,true,false,4,3,Acceptable product,"Setup was straightforward, nothing stood out either way. After some everyday use, the product feels functional but not exceptional. I mainly use it during the week.",diyanair661,neutral,52.01
syn2-0015915,2022-03-03,2022-03-03,Visicore View 24,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2024-02-27,true,true,8,5,Highly recommended,"The product arrived in good condition and works as described. The monitor features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",vikramiyer104,positive,153.29
syn2-0015916,2023-03-24,2023-03-24,Slabtronic Tab 8,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2024-03-13,true,false,5,5,Very impressed,"The device handles normal use without lag. The tablet features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",devsharma598,positive,137.74
syn2-0015917,2025-02-23,2025-02-23,Trackline Pro Wireless,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2026-05-07,true,true,2,5,Highly recommended,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",adityakapoor970,positive,50.84
syn2-0015918,2022-07-29,2022-07-29,Sonave Air Buds 2,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2025-01-09,true,false,4,2,Frustrating to use,Setup took longer than expected and support was slow to respond. The headphones features feel limited compared to similar products. I would look at other options first.,arjunmenon925,negative,133.44
syn2-0015919,2023-03-24,2023-03-24,Slabtronic Tab 8,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2026-05-25,true,false,0,5,Excellent value,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. Overall, this has been a great purchase.",ishamenon217,positive,125.26
syn2-0015920,2023-04-03,2023-04-03,Litherum Page One,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2023-06-04,true,true,0,4,Works very well,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",saranair302,positive,97.38
syn2-0015921,2022-07-11,2022-07-11,Visicore View 27Q,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2023-08-09,true,true,3,4,Great purchase,"The product arrived in good condition and works as described. The monitor features are practical, and the overall experience has been reliable. It exceeded my expectations.",ishajain287,positive,221.37
syn2-0015922,2022-02-24,2022-02-24,Trackline Glide Mouse,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2023-08-02,true,true,4,4,Highly recommended,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",kabirgupta824,positive,28.37
syn2-0015923,2024-05-14,2024-05-14,Echofield Mini 2,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2024-07-23,true,true,1,4,Very impressed,"Setup was quick and the build quality feels solid. The smart speaker features are practical, and the overall experience has been reliable. It does what I need without unnecessary fuss.",ananyaverma744,positive,41.34
syn2-0015924,2022-03-07,2022-03-07,Echofield Home Max,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2025-04-02,true,false,1,2,Underwhelming,"The product arrived with a minor defect. The smart speaker features feel limited compared to similar products. Overall, I would not buy this again.",ishakapoor768,negative,84.49
syn2-0015925,2022-03-03,2022-03-03,Visicore View 24,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2022-05-08,true,true,0,4,Great purchase,"The device handles normal use without lag. The monitor features are practical, and the overall experience has been reliable. It does what I need without unnecessary fuss.",rahulgupta211,positive,171.28
syn2-0015926,2023-07-18,2023-07-18,Corevolt 65W GaN Charger,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2025-10-18,true,false,9,2,Too many issues,"The product arrived with a minor defect. For the price, I expected more reliability. Overall, I would not buy this again.",adityasharma941,negative,34.18
syn2-0015927,2025-02-23,2025-02-23,Trackline Pro Wireless,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2025-07-22,true,true,2,5,Excellent value,"The device handles normal use without lag. The mouse features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",saraiyer925,positive,41.47
syn2-0015928,2022-10-13,2022-10-13,Litherum Page One Glow,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2023-08-13,true,true,1,5,Happy with it,"The device handles normal use without lag. For the price, the overall value is excellent. The difference is noticeable in everyday use.",nehasharma284,positive,135.69
syn2-0015929,2025-05-17,2025-05-17,Keyforge K78 Wireless,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2026-09-04,false,true,4,4,Works very well,"Setup was quick and the build quality feels solid. The keyboard features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",rohanverma859,positive,60.82
syn2-0015930,2023-03-24,2023-03-24,Slabtronic Tab 8,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2026-06-19,true,false,3,2,Disappointed,After a few weeks the performance started to drop off. The tablet features feel limited compared to similar products. I would look at other options first.,poojasharma294,negative,151.4
syn2-0015931,2022-06-28,2022-06-28,Streamora Stick 4K,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2023-09-20,false,true,2,4,Highly recommended,"The device handles normal use without lag. For the price, the overall value is excellent. The difference is noticeable in everyday use.",vikramiyer903,positive,38.41
syn2-0015932,2023-07-18,2023-07-18,Corevolt 65W GaN Charger,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2025-10-01,false,true,2,5,Solid product,"The device handles normal use without lag. For the price, the overall value is excellent. Overall, this has been a great purchase.",ishapillai657,positive,36.66
syn2-0015933,2022-03-03,2022-03-03,Visicore View 24,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2023-05-30,true,false,7,2,Frustrating to use,"Setup took longer than expected and support was slow to respond. The monitor features feel limited compared to similar products. Overall, I would not buy this again.",kabirkapoor710,negative,152.66
syn2-0015934,2025-04-24,2025-04-24,Streamora Box Pro,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2026-07-06,true,true,4,4,Excellent value,"The device handles normal use without lag. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",rohankapoor264,positive,77.99
syn2-0015935,2022-03-07,2022-03-07,Echofield Home Max,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2022-10-17,true,false,4,1,Would not recommend,"Setup took longer than expected and support was slow to respond. For the price, I expected more reliability. I ran into the same issue more than once.",kabiriyer444,negative,94.0
syn2-0015936,2024-05-14,2024-05-14,Echofield Mini 2,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2024-08-13,true,true,6,5,Happy with it,"The product arrived in good condition and works as described. The smart speaker features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",arjunsharma625,positive,43.29
syn2-0015937,2022-03-03,2022-03-03,Visicore View 24,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2022-03-30,true,false,2,1,Disappointed,After a few weeks the performance started to drop off. The monitor features feel limited compared to similar products. It fell short of what was advertised.,nehanair592,negative,148.08
syn2-0015938,2022-03-07,2022-03-07,Echofield Home Max,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2025-07-24,true,true,0,5,Very impressed,"The device handles normal use without lag. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",aaravdas961,positive,87.95
syn2-0015939,2022-07-11,2022-07-11,Visicore View 27Q,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2022-11-14,true,true,2,5,Happy with it,"The device handles normal use without lag. For the price, the overall value is excellent. The difference is noticeable in everyday use.",adityanair286,positive,229.99
syn2-0015940,2023-04-03,2023-04-03,Litherum Page One,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2026-04-16,true,true,1,5,Works very well,"The device handles normal use without lag. For the price, the overall value is excellent. It exceeded my expectations.",poojanair854,positive,91.89
syn2-0015941,2025-05-17,2025-05-17,Keyforge K78 Wireless,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2025-08-03,true,false,9,3,Decent but basic,"The product arrived in good condition. After some everyday use, the product feels functional but not exceptional. I tested it on multiple days before writing this.",arjunkapoor704,neutral,52.51
syn2-0015942,2024-10-31,2024-10-31,Keyforge Glide M2,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2026-08-30,true,false,3,4,Better than expected,"The device handles normal use without lag. The keyboard features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",adityamenon974,positive,34.35
syn2-0015943,2022-08-17,2022-08-17,NimbusTech Hub X1,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2023-07-18,true,true,1,3,Average experience,"The product arrived in good condition. After some everyday use, the product feels functional but not exceptional. I mainly use it during the week.",ananyaiyer369,neutral,80.03
syn2-0015944,2022-06-28,2022-06-28,Streamora Stick 4K,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2026-07-23,true,false,3,1,Frustrating to use,"The product arrived with a minor defect. The streaming features feel limited compared to similar products. Overall, I would not buy this again.",priyagupta876,negative,32.9
syn2-0015945,2025-05-17,2025-05-17,Keyforge K78 Wireless,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2026-05-28,true,false,11,1,Too many issues,"Setup took longer than expected and support was slow to respond. For the price, I expected more reliability. It fell short of what was advertised.",rohannair536,negative,66.0
syn2-0015946,2022-07-29,2022-07-29,Sonave Air Buds 2,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2026-08-05,false,true,5,4,Excellent value,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. It exceeded my expectations.",diyaiyer699,positive,133.16
syn2-0015947,2022-02-24,2022-02-24,Trackline Glide Mouse,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2023-12-14,true,true,1,5,Highly recommended,"The device handles normal use without lag. The mouse features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",ananyajain302,positive,24.93
syn2-0015948,2022-03-03,2022-03-03,Visicore View 24,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2023-06-10,true,true,3,5,Excellent value,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. It exceeded my expectations.",aaravsharma681,positive,165.01
syn2-0015949,2023-05-17,2023-05-17,Corevolt PowerBank 20K,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2025-08-23,true,true,0,4,Very impressed,"The product arrived in good condition and works as described. For the price, the overall value is excellent. It exceeded my expectations.",tanyaiyer894,positive,43.4
syn2-0015950,2023-03-24,2023-03-24,Slabtronic Tab 8,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2026-02-24,true,true,3,4,Excellent value,"The product arrived in good condition and works as described. The tablet features are practical, and the overall experience has been reliable. It does what I need without unnecessary fuss.",meeraverma161,positive,148.55
syn2-0015951,2023-05-17,2023-05-17,Corevolt PowerBank 20K,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2026-05-13,true,true,2,4,Better than expected,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. It exceeded my expectations.",aaravverma436,positive,52.0
syn2-0015952,2022-03-07,2022-03-07,Echofield Home Max,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2023-11-19,true,true,2,5,Excellent value,"The device handles normal use without lag. The smart speaker features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",nehasharma260,positive,86.69
syn2-0015953,2022-03-07,2022-03-07,Echofield Home Max,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2024-08-07,true,false,3,1,Too many issues,The product arrived with a minor defect. The smart speaker features feel limited compared to similar products. It fell short of what was advertised.,aaraviyer928,negative,81.74
syn2-0015954,2025-04-24,2025-04-24,Streamora Box Pro,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2025-11-08,false,false,1,1,Frustrating to use,"Setup took longer than expected and support was slow to respond. For the price, I expected more reliability. I would look at other options first.",priyasharma985,negative,74.29
syn2-0015955,2024-05-14,2024-05-14,Echofield Mini 2,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2026-09-21,false,true,3,4,Great purchase,"The device handles normal use without lag. For the price, the overall value is excellent. It exceeded my expectations.",ananyaiyer617,positive,45.23
